ID,Prospect_ID,Campaign_ID,Type,Activity_Name,Activity_Details
8708521043,18887099,2000,Resubscribed,Email,Register for this new deal
7591109023,18295051,2000,Resubscribed,Email,Register for this new deal
3077461368,18982982,2019,Resubscribed,Email,Monthly overview
1882783842,18566277,2013,Resubscribed,Email,Three Keys to your success
1657875509,18833439,2019,Resubscribed,Email,Three Keys to your success
4225518092,18882320,2016,Resubscribed,Email,Three Keys to your success
5480890822,18919846,2009,Resubscribed,Email,Register for this new deal
5598521656,18451458,2019,Resubscribed,Email,Three Keys to your success
8611044344,18464400,2013,Resubscribed,Email,Monthly overview
4085348053,18907319,2004,Resubscribed,Email,Register for this new deal
5839279286,18331555,2019,Resubscribed,Email,Register for this new deal
8470873982,18856864,2013,Resubscribed,Email,Three Keys to your success
6169832484,18867238,2013,Resubscribed,Email,Three Keys to your success
2472102211,18965429,2000,Resubscribed,Email,Register for this new deal
8299533744,18929712,2001,Resubscribed,Email,Register for this new deal
3835483860,18518380,2013,Resubscribed,Email,Register for this new deal
2240078844,18429578,2000,Resubscribed,Email,Three Keys to your success
3064212216,18880911,2005,Resubscribed,Email,Monthly overview
5359780479,18321924,2005,Resubscribed,Email,Three Keys to your success
8559005965,18750457,2009,Resubscribed,Email,Register for this new deal
3179594990,18697433,2000,Resubscribed,Email,Register for this new deal
8886655436,18996137,2013,Resubscribed,Email,Register for this new deal
8738961403,18855592,2016,Resubscribed,Email,Three Keys to your success
8637017522,18823236,2009,Resubscribed,Email,Three Keys to your success
4238163506,18318785,2000,Open,Email,Register for this new deal
6165541357,18978771,2013,Open,Email,Three Keys to your success
5328917065,18956212,2004,Open,Email,Register for this new deal
2563695882,18183371,2019,Open,Email,Three Keys to your success
1299507047,18886183,2009,Open,Email,Register for this new deal
3293178648,18854645,2013,Open,Email,Register for this new deal
2673308995,18721537,2001,Open,Email,Register for this new deal
2012474553,18262971,2005,Open,Email,Register for this new deal
3342036596,18418684,2004,Open,Email,Three Keys to your success
1389886575,18515052,2016,Open,Email,Monthly overview
7770796830,18164606,2019,Open,Email,Three Keys to your success
5809727674,18351840,2000,Open,Email,Monthly overview
4389345641,18729420,2004,Open,Email,Three Keys to your success
1136071530,18973813,2019,Open,Email,Register for this new deal
1884102420,18898994,2019,Open,Email,Three Keys to your success
7506721271,18550811,2013,Open,Email,Three Keys to your success
3519230450,18528262,2000,Open,Email,Three Keys to your success
6815204480,18233587,2019,Open,Email,Three Keys to your success
2762167650,18832849,2000,Open,Email,Monthly overview
4232908678,18992136,2016,Open,Email,Monthly overview
1808061303,18355904,2009,Open,Email,Monthly overview
7002639303,18525276,2016,Open,Email,Register for this new deal
5140875571,18671879,2000,Open,Email,Three Keys to your success
5959472565,18150115,2016,Open,Email,Monthly overview
6821097668,18358694,2004,Open,Email,Register for this new deal
3694623615,18734836,2019,Open,Email,Register for this new deal
3581883669,18893363,2001,Open,Email,Three Keys to your success
7716320489,18688321,2000,Open,Email,Three Keys to your success
4007781843,18912467,2005,Open,Email,Three Keys to your success
5445374912,18918159,2001,Open,Email,Three Keys to your success
5074343848,18599622,2019,Open,Email,Register for this new deal
8614894573,18610774,2004,Open,Email,Three Keys to your success
1605212866,18777420,2004,Open,Email,Three Keys to your success
7172987321,18276776,2001,Open,Email,Three Keys to your success
2967759047,18339262,2005,Open,Email,Three Keys to your success
2898751597,18494347,2001,Open,Email,Monthly overview
7968555730,18713530,2019,Open,Email,Three Keys to your success
8442642244,18522484,2000,Open,Email,Three Keys to your success
3493500096,18795152,2016,Open,Email,Three Keys to your success
2415374854,18699166,2009,Open,Email,Register for this new deal
4156571754,18335967,2019,Open,Email,Monthly overview
4416251182,18669263,2004,Open,Email,Three Keys to your success
2858011275,18166345,2005,Open,Email,Monthly overview
7719498927,18346106,2013,Open,Email,Monthly overview
1857904054,18355468,2005,Open,Email,Register for this new deal
7199989734,18271594,2013,Open,Email,Three Keys to your success
7784541526,18131757,2019,Open,Email,Three Keys to your success
3675657822,18933643,2009,Open,Email,Register for this new deal
4432071709,18250885,2016,Open,Email,Three Keys to your success
5584050272,18580249,2001,Open,Email,Monthly overview
2059911326,18832013,2013,Open,Email,Register for this new deal
8758324895,18168696,2001,Open,Email,Three Keys to your success
2779922357,18775357,2009,Open,Email,Register for this new deal
1403518062,18428067,2009,Open,Email,Register for this new deal
1118445264,18311987,2019,Open,Email,Three Keys to your success
6085237846,18489310,2013,Open,Email,Register for this new deal
8594921163,18664296,2016,Open,Email,Monthly overview
4783800923,18627904,2019,Open,Email,Three Keys to your success
9023702136,18322412,2013,Open,Email,Three Keys to your success
4443982036,18151552,2000,Open,Email,Three Keys to your success
8692209210,18957822,2009,Open,Email,Three Keys to your success
8963329648,18650243,2000,Open,Email,Three Keys to your success
1830101973,18604666,2004,Open,Email,Three Keys to your success
5121344496,18196334,2013,Open,Email,Three Keys to your success
6397541991,18756198,2016,Open,Email,Three Keys to your success
1107276111,18633311,2001,Open,Email,Three Keys to your success
1511678945,18317275,2004,Open,Email,Three Keys to your success
6314235036,18645693,2005,Open,Email,Register for this new deal
7836750974,18212704,2000,Open,Email,Three Keys to your success
4892603321,18252266,2016,Open,Email,Three Keys to your success
7250420340,18386205,2016,Open,Email,Register for this new deal
2003482030,18822566,2001,Open,Email,Three Keys to your success
7075790259,18386184,2005,Open,Email,Three Keys to your success
5498754140,18516477,2016,Open,Email,Monthly overview
5465104224,18663924,2013,Open,Email,Register for this new deal
3715098933,18964521,2013,Open,Email,Register for this new deal
2882434190,18965030,2004,Open,Email,Three Keys to your success
8673576696,18276022,2019,Open,Email,Three Keys to your success
5703566179,18569490,2009,Open,Email,Register for this new deal
4915885185,18540997,2009,Open,Email,Three Keys to your success
2205645787,18864528,2016,Open,Email,Three Keys to your success
1975609206,18425042,2013,Open,Email,Three Keys to your success
3354496209,18727293,2009,Open,Email,Three Keys to your success
5584469007,18256230,2001,Open,Email,Three Keys to your success
1856023822,18474313,2016,Open,Email,Three Keys to your success
6429954249,18171836,2004,Open,Email,Monthly overview
6828286104,18775727,2013,Open,Email,Register for this new deal
3613356009,18445559,2019,Open,Email,Register for this new deal
6651303966,18697984,2004,Open,Email,Three Keys to your success
3929765880,18538164,2005,Open,Email,Three Keys to your success
5423539711,18650187,2000,Open,Email,Monthly overview
7806652348,18634897,2009,Open,Email,Register for this new deal
4861654784,18693825,2001,Open,Email,Three Keys to your success
8918473513,18204483,2013,Open,Email,Three Keys to your success
5707619511,18767743,2001,Open,Email,Three Keys to your success
8522975458,18853246,2009,Open,Email,Three Keys to your success
3057212511,18443963,2001,Open,Email,Three Keys to your success
5010791555,18619562,2005,Open,Email,Three Keys to your success
3783252662,18478837,2016,Open,Email,Three Keys to your success
1464505281,18569589,2019,Open,Email,Register for this new deal
2340666698,18733650,2000,Open,Email,Three Keys to your success
5284432384,18143475,2001,Open,Email,Three Keys to your success
8757547021,18398150,2001,Open,Email,Register for this new deal
6546244618,18614595,2016,Open,Email,Three Keys to your success
3181442856,18318035,2001,Open,Email,Monthly overview
2076290780,18529670,2000,Open,Email,Register for this new deal
7023472351,18414905,2009,Open,Email,Three Keys to your success
6431705761,18805310,2013,Open,Email,Three Keys to your success
3756619337,18516346,2004,Open,Email,Three Keys to your success
6019102088,18817062,2005,Open,Email,Three Keys to your success
1679687793,18924251,2000,Open,Email,Three Keys to your success
4002525136,18814379,2013,Open,Email,Three Keys to your success
7134921920,18159634,2005,Open,Email,Register for this new deal
1494615892,18925738,2009,Open,Email,Three Keys to your success
8303594480,18746465,2001,Open,Email,Monthly overview
8790099017,18207047,2005,Open,Email,Register for this new deal
2669114706,18177723,2000,Open,Email,Three Keys to your success
5577360096,18970096,2005,Open,Email,Register for this new deal
2426155266,18938541,2004,Open,Email,Register for this new deal
2172596236,18642577,2013,Click,Email Tracker,www.xyz.contactus
7368710278,18639262,2019,Click,Email Tracker,www.xyz.com
8424021884,18488346,2013,Click,Email Tracker,www.xyz.com
7094450578,18574400,2009,Click,Email Tracker,www.xyz.whitepaper
1838396580,18530466,2016,Click,Email Tracker,www.xyz.contactus
4029896445,18864324,2001,Click,Email Tracker,www.xyz.com
3695517915,18651491,2009,Click,Email Tracker,www.xyz.com
6125096577,18576127,2013,Click,Email Tracker,www.xyz.com
1405281004,18390269,2001,Click,Email Tracker,www.xyz.com
6346085804,18816722,2016,Click,Email Tracker,www.xyz.whitepaper
7736062685,18438904,2019,Click,Email Tracker,www.xyz.com
1665586092,18343243,2009,Click,Email Tracker,www.xyz.whitepaper
1315834325,18869756,2019,Click,Email Tracker,www.xyz.com
1959156901,18193229,2005,Click,Email Tracker,www.xyz.contactus
7715104302,18917621,2016,Click,Email Tracker,www.xyz.com
4691135575,18416984,2001,Click,Email Tracker,www.xyz.whitepaper
8872976711,18763253,2005,Click,Email Tracker,www.xyz.whitepaper
4355350010,18545751,2016,Click,Email Tracker,www.xyz.com
7760331982,18976595,2001,Click,Email Tracker,www.xyz.com
4369427461,18747420,2005,Click,Email Tracker,www.xyz.com
4088161790,18684942,2001,Click,Email Tracker,www.xyz.com
8606062712,18286581,2013,Click,Email Tracker,www.xyz.contactus
6103026622,18643817,2001,Click,Email Tracker,www.xyz.contactus
2087405360,18509999,2005,Click,Email Tracker,www.xyz.com
8156633181,18251850,2009,Click,Email Tracker,www.xyz.contactus
2833494724,18468416,2004,Click,Email Tracker,www.xyz.whitepaper
8418295898,18774905,2009,Click,Email Tracker,www.xyz.com
8688956364,18810245,2013,Click,Email Tracker,www.xyz.whitepaper
3643693515,18963990,2001,Click,Email Tracker,www.xyz.whitepaper
6058139051,18403762,2013,Click,Email Tracker,www.xyz.com
5275907510,18557411,2004,Click,Email Tracker,www.xyz.com
